Receipt ID,Date,Amount,Recurring Total Months,Recurrence Number,Recipient,Fundraising Page,Fundraising Partner,Reference Code 2,Reference Code,Donor First Name,Donor Last Name,Donor Addr1,Donor Addr2,Donor City,Donor State,Donor ZIP,Donor Country,Donor Occupation,Donor Employer,Donor Email,Donor Phone,New Express Signup,Comments,Check Number,Check Date,Employer Addr1,Employer Addr2,Employer City,Employer State,Employer ZIP,Employer Country,Donor ID,Fundraiser ID,Fundcandidateiser Recipient ID,Fundraiser Contact Email,Fundraiser Contact First Name,Fundraiser Contact Last Name,Partner ID,Partner Contact Email,Partner Contact First Name,Partner Contact Last Name,Reserved,Lineitem ID,AB Test Name,AB Variation,Recipient Committee,Recipient ID,Recipient Gov ID,Recipient Election,Reserved,Payment ID,Payment Date,Disbursement ID,Disbursement Date,Recovery ID,Recovery Date,Refund ID,Refund Date,Fee,Recur Weekly,ActBlue Express Lane,Reserved,Card Type,Reserved,Reserved,Reserved,Reserved,Mobile,Recurring Upsell Shown,Recurring Upsell Succeeded,Double Down,Smart Recurring,Monthly Recurring Amount,Apple Pay,Card Replaced by Account Updater,ActBlue Express Donor,Custom Field 1 Label,Custom Field 1 Value,Donor US Passport Number,Text Message Opt In,Gift Identifier,Gift Declined,Shipping Addr1,Shipping City,Shipping State,Shipping Zip,Shipping Country,Weekly Recurring Amount,Smart Boost Amount,Smart Boost Shown
AB195019605,2021-04-14 12:13:02,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,candidates-page,Suhail,Banister,2686 Woodington Ct.,,Canton,MI,48188,United States,Physician,Beaumont Medical Group,pretend384964059@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,orgwebsite-202104-candidate,,,,,,,,,384964059,,,Example Candidate for Congress,115876,C00776658,,f,236692212,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,MasterCard,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195019692,2021-04-14 12:14:11,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,James,Hutchinson,1060 Crimson lane,,Pottstown,PA,19463,United States,Lab technician,Dana corporation,pretend384964172@example.com,,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384964172,,,Example Candidate for Congress,115876,C00776658,,f,236692291,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195019707,2021-04-14 12:14:26,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Connie,Foong,547 Leonard St,,Brooklyn,NY,11222,United States,Journalist,Christian Science Monitor,pretend384964185@example.com,,,,400284813,2021-04-18,,,,,,,,,examplecandidate,,,,,,,,,384964185,,,Example Candidate for Congress,115876,C00776658,,f,236692314,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,3.95,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB195019717,2021-04-14 12:14:37,4,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Nabil,Vinas,3353 Springhill Rd,,Lafayette,CA,94549,United States,Actor and Educator,Self and Morningside Center,,,f,,400284813,2021-04-18,,,New York,NY,10115,United States,,,org-candidate-event,,,,,,,,,384964199,,,Example Candidate for Congress,115876,C00776658,,f,236692322,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.16,,,,MasterCard,,,,,t,,,,,0,,,t,,,,unknown,,,,,,,,,,
AB195019837,2021-04-14 12:16:10,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-EA-program-Launch_listr_em001,Peter,Belmont,166 Columbia Hts,,Brooklyn,NY,11201,United States,retired,self,pretend384964348@example.com,9144772818,f,,400284813,2021-04-18,,,Brooklyn,NY,11201-2105,United States,,,ads_ms_candidate_progcandidatem_202104_ea_launch,,,,,,,,,384964348,,,Example Candidate for Congress,115876,C00776658,,f,236692425,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195019886,2021-04-14 12:17:07,20.22,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-EA-jcbn-Launch_listr-em001,David,Reedy,15860 Jerusalem Rd,,Laurinburg,NC,28352,United States,not employed,none,pretend384964423@example.com,9144772818,f,,400284813,2021-04-18,,,none,NC,none,United States,,,ads_ms_candidate_jcbn_202104_ea_launch,,,,,,,,,384964423,,,Example Candidate for Congress,115876,C00776658,,f,236692485,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.8,,,,MasterCard,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195019969,2021-04-14 12:18:24,50,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,home,Charles,Russak,240 E. 24th Street Apt 1G,,New York,NY,10010,United States,Associate,Davis Polk & Wardwell,pretend384964539@example.com,9144772818,,,400284813,2021-04-18,,,,,,,,,candidateweb,,,,,,,,,384964539,,,Example Candidate for Congress,115876,C00776658,,f,236692569,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.98,,,,VISA,,,,,t,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195019995,2021-04-14 12:18:44,3,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Charlie,Dawson,1347 Timber Lakes Estates,,Heber,UT,84032,United States,Not Employed,Not Employed,,9144772818,f,,400284813,2021-04-18,,,,,,,,,candidatesocial,,,,,,,,,384964575,,,Example Candidate for Congress,115876,C00776658,,f,236692595,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.12,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020009,2021-04-14 12:18:58,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-EA-program-Launch_listr_em001,Mark,Seifert,28429 Carriage Hill Drive,,Highland,CA,92346,United States,Physician,Arrowhead Pathology Medical Group,,,f,,400284813,2021-04-18,,,,,,,,,ads_ms_candidate_progcandidatem_202104_ea_launch,,,,,,,,,384964592,,,Example Candidate for Congress,115876,C00776658,,f,236692611,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,,,,,,,,,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020031,2021-04-14 12:19:11,4.5,unlimited,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Michael,Watson,121 South Hill Terrace,,Ithaca,NY,14850,United States,Marketing Manager,McNeil and Company,pretend384964617@example.com,,f,,400284813,2021-04-18,,,Cortland,NY,,United States,,,org-candidate-event,,,,,,,,,384964617,,,Example Candidate for Congress,115876,C00776658,,f,236692626,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.18,,,,VISA,,,,,t,t,t,,t,4,,t,t,,,,unknown,,,,,,,,,,
AB195020067,2021-04-14 12:19:52,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-EA-jcbn-Launch_listr-em001,fernanda,chandoha,60 riverside drive,,new york,NY,10024,United States,consultant,self,pretend384964673@example.com,,,,400284813,2021-04-18,,,,,,,,,ads_ms_candidate_jcbn_202104_ea_launch,,,,,,,,,384964673,,,Example Candidate for Congress,115876,C00776658,,f,236692672,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,,,,,,,,t,,,,,,,,,,,,unknown,,,,,,,,,,
AB195020121,2021-04-14 12:20:33,4,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Mark,Peterson,1777 Carl Street,,Lauderdale,MN,55113,United States,Artist,Self,,,f,,400284813,2021-04-18,,,,,,United States,,,org-candidate-event,,,,,,,,,384964741,,,Example Candidate for Congress,115876,C00776658,,f,236692722,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.16,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020252,2021-04-14 12:22:23,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Max,Deutsch,500A Grand St Apt. 1C,,New York,NY,10002,United States,Not Employed,Not Employed,pretend384964901@example.com,9144772818,,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384964901,,,Example Candidate for Congress,115876,C00776658,,f,236692851,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,MasterCard,,,,,t,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195020254,2021-04-14 12:22:31,25,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Matthew,Barnett,240 Meeker Avenue,,Brooklyn,NY,11211,United States,Attorney,Paul Weiss Rifkind Wharton & Garrison LLP,pretend384964904@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384964904,,,Example Candidate for Congress,115876,C00776658,,f,236692864,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.99,,,,American Express,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020269,2021-04-14 12:22:37,20.22,unlimited,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-EA-jcbn-Launch_listr-em001,Corinne,Gasner,26594 n anderson rd,,Lake Barrington,IL,60084,United States,Acctg,SELF,,9144772818,,,400284813,2021-04-18,,,,,,,,,ads_ms_candidate_jcbn_202104_ea_launch,,,,,,,,,384964925,,,Example Candidate for Congress,115876,C00776658,,f,236692874,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.8,,,,MasterCard,,,,,,,,,,20.22,,,,,,,unknown,,,,,,,,,,
AB195020068,2021-04-14 12:22:55,20.22,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-EA-jcbn-Launch_listr-em001,Leonard,Polletta,355 8th Avenue Apt. 6H,,New York,NY,10001,United States,Attorney,NYS Department of Labor,pretend384964674@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,ads_ms_candidate_jcbn_202104_ea_launch,,,,,,,,,384964674,,,Example Candidate for Congress,115876,C00776658,,f,236692889,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.8,,,,VISA,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020297,2021-04-14 12:23:05,2,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Petra,Lord,126 1/2 South K ings Road,,los angeles,CA,90048,United States,Not Employed,Not Employed,,,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384964961,,,Example Candidate for Congress,115876,C00776658,,f,236692906,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.08,,,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020316,2021-04-14 12:23:21,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_950089_E_2Yxx,em20210414-17198-el,Kevin,Cardon,840 S 7500 W,,Ogden,UT,84404,United States,Polysomnographer,IHC,,,f,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-1,,,,,,,,,384964986,,,Example Candidate for Congress,115876,C00776658,,f,236692919,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,t,,,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020376,2021-04-14 12:24:19,50,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,home,Kathryn,Carnazza,321 East 43rd Street Apt 607,,New York,NY,10017,United States,Graduate Student,Weill Cornell,pretend384965070@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,candidateweb,,,,,,,,,384965070,,,Example Candidate for Congress,115876,C00776658,,f,236692972,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.98,,,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020466,2021-04-14 12:25:33,25,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,takeover,DYLAN,CLARK,218 WALNUT HILL RD,,BARRE,MA,1005,United States,Worker,N/A,pretend384965187@example.com,,f,,400284813,2021-04-18,,,Barre,MA,1005,United States,,,orgwebsite-202104-candidate,,,,,,,,,384965187,,,Example Candidate for Congress,115876,C00776658,,f,236693069,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.99,,t,,MasterCard,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020640,2021-04-14 12:28:05,5,unlimited,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-EA-jcbn-Launch_listr-em001,Michael,Diddams,5045 Call Pl SE Apt 201,,Washington,DC,20019,United States,Engineer,Navy,pretend384965412@example.com,9144772818,f,,400284813,2021-04-18,,,Washington Navy Yard,DC,20374,United States,,,ads_ms_candidate_jcbn_202104_ea_launch,,,,,,,,,384965412,,,Example Candidate for Congress,115876,C00776658,,f,236693237,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,,,,,,t,,,,,5,,,t,,,,unknown,,,,,,,,,,
AB195020646,2021-04-14 12:28:11,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,lenora,martinez,708 e. 1100 n.,,ogden,UT,84404,United States,Not Employed,Not Employed,,9144772818,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384965418,,,Example Candidate for Congress,115876,C00776658,,f,236693243,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,MasterCard,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020694,2021-04-14 12:28:41,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-EA-jcbn-Launch_listr-em001,Maria,AlJoburi,3 Washington Street,,Trumbull,CT,6611,United States,Graphic Designer,Creative Circle,pretend384965483@example.com,9144772818,f,,400284813,2021-04-18,,,LOS ANGELES,CA,90036,United States,,,ads_ms_candidate_jcbn_202104_ea_launch,,,,,,,,,384965483,,,Example Candidate for Congress,115876,C00776658,,f,236693288,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020719,2021-04-14 12:28:56,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Jonathan,Monfred,240 Cumberland St Apt 208,,San Francisco,CA,94114,United States,Account Executive,Autodesk,,,f,,400284813,2021-04-18,,,San Francisco,CA,94110,United States,,,org-candidate-event,,,,,,,,,384965517,,,Example Candidate for Congress,115876,C00776658,,f,236693313,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,3.95,,,,VISA,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020723,2021-04-14 12:29:10,200,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Ahmed,Amer,893 Pacific Street Apt 2A,,Brooklyn,NY,11238,United States,Medical Doctor,NYC Health and Hospitals,pretend384965521@example.com,9144772818,,,400284813,2021-04-18,,,,,,,,,examplecandidate,,,,,,,,,384965521,,,Example Candidate for Congress,115876,C00776658,,f,236693329,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,7.9,,,,VISA,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB195020741,2021-04-14 12:29:17,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_25898_xE_bQm,em20210414-17198-el,Justin,Hammar,1223 1/2 Rose Vista Ct. Apt 3,,Roseville,MN,55113,United States,Software Engineer,NextEra Analytics,,,f,,400284813,2021-04-18,,,St. Paul,MN,55107,United States,,,org-20210414-candidate-1,,,,,,,,,384965545,,,Example Candidate for Congress,115876,C00776658,,f,236693338,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,t,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020815,2021-04-14 12:30:27,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-EA-jcbn-Launch_listr-em001,Pooyan,Aslani,236 Moore street apt 308,,Brooklyn,NY,11206,United States,Engineer,TransCore,pretend384965638@example.com,9144772818,f,,400284813,2021-04-18,,,Brooklyn,NY,11206,United States,,,ads_ms_candidate_jcbn_202104_ea_launch,,,,,,,,,384965638,,,Example Candidate for Congress,115876,C00776658,,f,236693418,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020826,2021-04-14 12:30:45,2,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Lorraine,Celico,23800 SE Tiger Mtn Rd #38,,Issaquah,WA,98027,United States,AP Auditor,Savers Inc,pretend384965657@example.com,,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384965657,,,Example Candidate for Congress,115876,C00776658,,f,236693431,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.08,,,,MasterCard,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020861,2021-04-14 12:31:24,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Umar,Zaidi,4980 175Th Pl,,Fresh Meadows,NY,11365,United States,Not Employed,Not Employed,pretend384965701@example.com,9144772818,,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384965701,,,Example Candidate for Congress,115876,C00776658,,f,236693476,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,VISA,,,,,t,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195020934,2021-04-14 12:32:25,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Ryan,Underwood,1717 cottonwood ln,,Newcastle,OK,73065,United States,Not employed,Not employed,,,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384965795,,,Example Candidate for Congress,115876,C00776658,,f,236693536,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195020994,2021-04-14 12:34:10,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-EA-jcbn-Launch_listr-em001,Joanne,Buitenkant,756 Myrtle Avenue,,Brooklyn,NY,11206,United States,Graphic Designer,self,pretend384965881@example.com,,f,,400284813,2021-04-18,,,,,,,,,ads_ms_candidate_jcbn_202104_ea_launch,,,,,,,,,384965881,,,Example Candidate for Congress,115876,C00776658,,f,236693675,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,,,,,,,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195021112,2021-04-14 12:35:26,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,takeover,david,wiley,228 n tejon st apt228,,co  springs,CO,80903-1314,United States,Not Employed,Not Employed,pretend384966089@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,orgwebsite-202104-candidate,,,,,,,,,384966089,,,Example Candidate for Congress,115876,C00776658,,f,236693761,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,t,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195021157,2021-04-14 12:35:44,3,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Angelia,James,1218 Edgewood rd,,Charlotte,NC,28208,United States,Postal clerk,UNC-Charlotte,pretend384966153@example.com,,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384966153,,,Example Candidate for Congress,115876,C00776658,,f,236693776,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.12,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195021222,2021-04-14 12:36:34,27,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Matthew,Treviño,317 Lexington Ave Apt. 352,,San Antonio,TX,78215,United States,Council Aide,City of San Antonio,,9144772818,,,400284813,2021-04-18,,,,,,,,,candidatesocial,,,,,,,,,384966235,,,Example Candidate for Congress,115876,C00776658,,f,236693841,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.07,,,,MasterCard,,,,,,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195021220,2021-04-14 12:36:34,27,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_21451_F20VXa,em20210414-17198,Kirk,White,11625 Wildflower Rd.,,Silver Springs,NV,89429,United States,Not Employed,Not Employed,,,f,,400284813,2021-04-18,,,Silver Springs,NV,89429,United States,,,org-20210414-candidate-1,,,,,,,,,384966233,,,Example Candidate for Congress,115876,C00776658,,f,236693840,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.07,,,,MasterCard,,,,,,t,t,,t,0,,t,t,,,,unknown,,,,,,,,,,
AB195021366,2021-04-14 12:38:53,1,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-EA-jcbn-Launch_listr-em001,marjorie,trifon,5822 north trenholm road,,columbia,SC,29206,United States,self-employed artist,ArTransformD,pretend384966463@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,ads_ms_candidate_jcbn_202104_ea_launch,,,,,,,,,384966463,,,Example Candidate for Congress,115876,C00776658,,f,236693976,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.04,,,,VISA,,,,,,t,,,,,,t,t,,,,unknown,,,,,,,,,,
AB195021203,2021-04-14 12:39:20,20,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,home,Geraldine,Bustamante,10 City Point Apt 27B,,New York,NY,11201,United States,Not Employed,Not Employed,pretend384966210@example.com,9144772818,,,400284813,2021-04-18,,,,,,,,,candidateweb,,,,,,,,,384966210,,,Example Candidate for Congress,115876,C00776658,,f,236694019,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.79,,,,VISA,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB195021402,2021-04-14 12:39:21,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Laura,Colligan,574 Oakwood Ave,,East Aurora,NY,14052,United States,farmer,self-employed,pretend384966512@example.com,,,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384966512,,,Example Candidate for Congress,115876,C00776658,,f,236694020,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,VISA,,,,,t,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195021436,2021-04-14 12:40:02,20.22,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-EA-jcbn-Launch_listr-em001,William,Reidy,360 Washington avenue,,Brooklyn,NY,11238,United States,Research scientist,Columbia university,pretend384966554@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,ads_ms_candidate_jcbn_202104_ea_launch,,,,,,,,,384966554,,,Example Candidate for Congress,115876,C00776658,,f,236694057,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.8,,,,VISA,,,,,t,t,,,,,,t,t,,,,unknown,,,,,,,,,,
AB195021397,2021-04-14 12:40:32,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,signupform,Yasmine,Mohamed,7 Demarest place,,Maywood,NJ,7607,United States,Not Employed,Not Employed,pretend384966503@example.com,9144772818,,,400284813,2021-04-18,,,,,,,,,candidateweb-thanks,,,,,,,,,384966503,,,Example Candidate for Congress,115876,C00776658,,f,236694091,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,,,,,,t,,,,,,,,,,,,unknown,,,,,,,,,,
AB195021512,2021-04-14 12:41:12,500,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Ayisha,Irfan,1048 Hyde street,,Francisco,CA,94109,United States,Policy manager,Airbnb,,,,,400284813,2021-04-18,,,,,,,,,examplecandidate,,,,,,,,,384966649,,,Example Candidate for Congress,115876,C00776658,,f,236694140,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,19.75,,,,MasterCard,,,,,t,,,,,,t,,,,,,unknown,,,,,,,,,,
AB195021539,2021-04-14 12:41:27,25,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,org-website-candidates,David,Alazraki,315 20th st Apt 1C,,Brooklyn,NY,11215,United States,Business Analyst,Fidessa Corp.,pretend384966685@example.com,,f,,400284813,2021-04-18,,,,,,,,,orgwebsite-202104-candidate,,,,,,,,,384966685,,,Example Candidate for Congress,115876,C00776658,,f,236694162,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.99,,,,American Express,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195021618,2021-04-14 12:42:48,500,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Areeba,Kamal,1873 BCC 50 College Street,,South Hadley,MA,1075,United States,Not Employed,Not Employed,pretend384966816@example.com,,t,,400284813,2021-04-18,,,,,,,,,examplecandidate,,,,,,,,,384966816,,,Example Candidate for Congress,115876,C00776658,,f,236694246,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,19.75,,,,,,,,,,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195021630,2021-04-14 12:42:52,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,home,Bryce,Cracknell,928 N Western Ave PH1,,Los Angeles,CA,90029,United States,Coordinator,Participant Media,,9144772818,f,,400284813,2021-04-18,,,,,,,,,candidateweb,,,,,,,,,384966839,,,Example Candidate for Congress,115876,C00776658,,f,236694254,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,MasterCard,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195021508,2021-04-14 12:44:00,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Austyn,Marks,440 E 62nd St apt. 15G,,New York,NY,10065,United States,Development Assistant,Facing History and Ourselves,pretend384966644@example.com,,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384966644,,,Example Candidate for Congress,115876,C00776658,,f,236694326,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,American Express,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195021698,2021-04-14 12:44:02,10,unlimited,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,home,Batya,Franklin,281 Highland Ave 2A,,Somerville,MA,2143,United States,Customer Service,ActBlue,pretend384966929@example.com,9144772818,f,,400284813,2021-04-18,,,Somerville,MA,2144,United States,,,candidateweb,,,,,,,,,384966929,,,Example Candidate for Congress,115876,C00776658,,f,236694330,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,,t,t,,,5,,,t,,,,unknown,,,,,,,,,,
AB195021735,2021-04-14 12:44:36,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_205002_82sW_j,em20210414-17198,David,Mivasair,6 - 2636 Yukon Street,,Vancouver,BC,V5Y 3P8,Canada,Rabbi,Fraser Health Authority,pretend384966971@example.com,9144772818,f,,400284813,2021-04-18,,,Surrey,BC,V3T 0H1,Canada,,,org-20210414-candidate-1,,,,,,,,,384966971,,,Example Candidate for Congress,115876,C00776658,,f,236694367,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,,t,,,,,,,t,,,505474994,unknown,,,,,,,,,,
